reference,gene_name
Q8N8W4,PLPL1
Q8N8V8,TM105
Q8N8V4,ANS4B
Q8N8V2,GBP7
Q8N8U9,BMPER
Q8N8U3,RTL3
Q8N8U2,CDYL2
Q8N8S7,ENAH
Q8N8R7,AL14E
Q8N8R5,CB069
Q8N8R3,MCATL
Q8N8Q9,NIPA2
Q8N8Q8,COX18
Q8N8Q3,ENDOV
Q8N8Q1,C56D1
Q8N8P6,YX004
Q8N8N7,PTGR2
Q8N8N0,RN152
Q8N8M0,"NAT16"
Q8N8L6,ARL10
Q8N8L2,ZN491
Q8N8K9,K1958
Q8N8J7,F241A
Q8N8J6,ZN615
Q8N8J0,PI4P1
Q8N8I6,CQ055
Q8N8I0,SAM12
Q8N8H1,ZN321
Q8N8G6,CO054
Q8N8G2,VGLL2
Q8N8F7,LSME1
Q8N8F6,YIPF7
Q8N8E3,CE112
Q8N8E2,ZN513
Q8N8E1,MAAS1
Q8N8D9,IRAS1
Q8N8D7,NKAI3
Q8N8D1,PDCD7
Q8N8C0,ZN781
Q8N8B7,TEANC
Q8N8A8,F169B
Q8N8A6,DDX51
Q8N8A2,ANR44
Q8N895,ZN366
Q8N888,BCOR2
Q8N884,CGAS
Q8N883,ZN614
Q8N878,FRMD1
Q8N865,CG031
Q8N859,ZN713
Q8N841,TTLL6
Q8N831,TSYL6
Q8N823,ZN611
Q8N819,PPM1N
Q8N816,TMM99
Q8N815,CNTD1
Q8N814,YG045
Q8N813,CC056
Q8N812,CL076
Q8N808,S35G3
Q8N807,PDILT
Q8N806,UBR7
Q8N801,STPG4
Q8N7Z5,ANR31
Q8N7Z2,GG6L1
Q8N7Y1,KIAS3
Q8N7X8,SIGL1
Q8N7X4,MAGB6
Q8N7X2,STPG3
Q8N7X1,RMXL3
Q8N7X0,ADGB
Q8N7W2,BEND7
Q8N7U9,CQ054
Q8N7U7,TPRX1
Q8N7U6,EFHB
Q8N7S6,ARI2O
Q8N7S5,Q8N7S5
Q8N7S2,DNJ5G
Q8N7R7,CCYL1
Q8N7R1,P1L12
Q8N7R0,"NANG2"
Q8N7Q3,ZN676
Q8N7Q2,CEAS1
Q8N7P7,YH007
Q8N7P3,CLD22
Q8N7P1,PLD5
Q8N7N1,F86B1
Q8N7M2,ZN283
Q8N7M0,TC1D1
Q8N7L0,F216B
Q8N7K0,ZN433
Q8N7J2,AMER2
Q8N7I0,GVQW1
Q8N7H5,PAF1
Q8N7H1,CL061
Q8N7G0,PO5F2
Q8N7F7,UBL4B
Q8N7E2,CBLL2
Q8N7C7,RN148
Q8N7C4,TM217
Q8N7C3,TRIMM
Q8N7C0,LRC52
Q8N7B9,EFCB3
Q8N7B6,PACRL
Q8N7B4,Q8N7B4
Q8N7B1,HORM2
Q8N7A1,KLDC1
Q8N799,Q8N799
Q8N782,ZN525
Q8N769,CN178
Q8N766,EMC1
Q8N755,S66A3
Q8N752,KC1AL
Q8N743,KI3L3
Q8N742,Q8N742
Q8N736,Q8N736
Q8N729,NPW
Q8N726,ARF
Q8N720,ZN655
Q8N715,CC185
Q8N6Z2,Q8N6Z2
Q8N6Y2,LRC17
Q8N6Y1,PCD20
Q8N6Y0,USBP1
Q8N6W0,CELF5
Q8N6V9,TEX9
Q8N6V4,CJ053
Q8N6U8,GP161
Q8N6U2,CL033
Q8N6T7,SIR6
Q8N6T3,ARFG1
Q8N6T0,TO6BL
Q8N6S5,AR6P6
Q8N6S4,AN13C
Q8N6R1,SERP2
Q8N6R0,EFNMT
Q8N6Q8,MET25
Q8N6Q4,Q8N6Q4
Q8N6Q3,CD177
Q8N6Q1,TMC5A
Q8N6P7,I22R1
Q8N6N7,ACBD7
Q8N6N6,"NATD1"
Q8N6N3,CA052
Q8N6N2,TTC9B
Q8N6M9,ZFN2A
Q8N6M8,IQCF1
Q8N6M6,AMPO
Q8N6M5,ALLC
Q8N6M3,FITM2
Q8N6M0,OTU6B
Q8N6L7,TM252
Q8N6L6,Q8N6L6
Q8N6L1,KTAP2
Q8N6L0,KASH5
Q8N6K7,SAMD3
Q8N6K4,YP021
Q8N6K0,TEX29
Q8N6I4,TM251
Q8N6I1,EID2
Q8N6H7,ARFG2
Q8N6G6,ATL1
Q8N6G5,CGAT2
Q8N6G2,TEX26
Q8N6G1,CA211
Q8N6F8,MET27
Q8N6F7,GCSAM
Q8N6F1,CLD19
Q8N6D5,ANR29
Q8N6D2,RN182
Q8N6C8,LIRA3
Q8N6C7,PGSF1
Q8N6C5,IGSF1
Q8N6C4,Q8N6C4
Q8N6B5,Q8N6B5
Q8N699,MYCT1
Q8N697,S15A4
Q8N695,SC5A8
Q8N693,ESX1
Q8N690,DB119
Q8N688,DB123
Q8N687,DB125
Q8N684,CPSF7
Q8N682,DRAM1
Q8N680,ZBTB2
Q8N668,COMD1
Q8N661,TM86B
Q8N660,NBPFF
Q8N653,LZTR1
Q8N635,MEIOB
Q8N628,OR2C3
Q8N616,TM148
Q8N614,TM156
Q8N612,F16A2
Q8N609,TR1L1
Q8N608,DPP10
Q8N5Z5,KCD17
Q8N5Z0,AADAT
Q8N5Y8,PAR16
Q8N5Y2,MS3L1
Q8N5X7,IF4E3
Q8N5W9,RFLB
Q8N5W8,FA24B
Q8N5V2,NGEF
Q8N5U6,RNF10
Q8N5U1,M4A15
Q8N5U0,CK042
Q8N5T2,TBC19
Q8N5S9,KKCC1
Q8N5S3,CB073
Q8N5S1,S2541
Q8N5R6,CCD33
Q8N5Q1,F71E2
Q8N5P1,ZC3H8
Q8N5N8,Q8N5N8
Q8N5N7,RM50
Q8N5N4,CC022
Q8N5M9,JAGN1
Q8N5M4,TTC9C
Q8N5M1,ATPF2
Q8N5L8,RP25L
Q8N5K1,CISD2
Q8N5J4,SPIC
Q8N5J2,MINY1
Q8N5I9,CL045
Q8N5I4,DHRSX
Q8N5I3,KCNRG
Q8N5I2,ARRD1
Q8N5H7,SH2D3
Q8N5H3,LRA25
Q8N5G2,MACOI
Q8N5G0,SIM20
Q8N5F7,NKAP
Q8N5D6,GBGT1
Q8N5D0,WDTC1
Q8N5C8,TAB3
Q8N5C7,DTWD1
Q8N5C6,SRBD1
Q8N5C1,CAHM5
Q8N5B7,CERS5
Q8N5B3,Q8N5B3
Q8N5A5,ZGPAT
Q8N594,MPND
Q8N587,ZN561
Q8N584,TT39C
Q8N573,OXR1
Q8N568,DCLK2
Q8N567,ZCHC9
Q8N565,MREG
Q8N556,AFAP1
Q8N554,ZN276
Q8N543,OGFD1
Q8N539,FBCD1
Q8N535,CB052
Q8N531,FBXL6
Q8N511,TM199
Q8N4Z0,RAB42
Q8N4Y2,EFC4A
Q8N4X5,AF1L2
Q8N4W9,ZN808
Q8N4W6,DJC22
Q8N4W3,Q8N4W3
Q8N4V2,SVOP
Q8N4V1,MMGT1
Q8N4U5,T11L2
Q8N4T8,CBR4
Q8N4T4,ARG39
Q8N4T0,CBPA6
Q8N4S9,MALD2
Q8N4S7,PAQR4
Q8N4S0,CCD82
Q8N4Q1,MIA40
Q8N4Q0,PTGR3
Q8N4P6,LRC71
Q8N4P3,MESH1
Q8N4P2,TT30B
Q8N4N8,KIF2B
Q8N4N7,Q8N4N7
Q8N4N3,KLH36
Q8N4M7,CJ126
Q8N4M4,Q8N4M4
Q8N4M1,CTL3
Q8N4L8,CCD24
Q8N4L4,SPEM1
Q8N4L2,PP4P2
Q8N4L1,T151A
Q8N4K4,RPRML
Q8N4J0,CARME
Q8N4H5,TOM5
Q8N4H0,SPA6L
Q8N4G4,Q8N4G4
Q8N4G2,ARL14
Q8N4F7,RN175
Q8N4F4,S22AO
Q8N4F0,BPIB2
Q8N4E7,FTMT
Q8N4E4,PDCL2
Q8N4C9,CQ078
Q8N4C8,MINK1
Q8N4C7,STX19
Q8N4C6,NIN
Q8N4C0,CI062
Q8N4B5,PRR18
Q8N4B4,FBX39
Q8N4B1,SESQ1
Q8N4A0,GALT4
Q8N490,PNKD
Q8N488,RYBP
Q8N485,LIX1
Q8N475,FSTL5
Q8N474,SFRP1
Q8N468,MFD4A
Q8N465,D2HDH
Q8N461,FXL16
Q8N456,LRC18
Q8N450,Q8N450
Q8N448,LNX2
Q8N446,ZN843
Q8N443,RIBC1
Q8N442,GUF1
Q8N441,FGRL1
Q8N437,Q8N437
Q8N436,CPXM2
Q8N434,SVOPL
Q8N433,Q8N433
Q8N431,RGF1C
Q8N428,GLT16
Q8N427,TXND3
Q8N423,LIRB2
Q8N414,PGBD5
Q8N413,S2545
Q8N412,STPG2
Q8N402,YV020
Q8N3Z6,ZCHC7
Q8N3Z3,GTPB8
Q8N3Z0,PRS35
Q8N3Y7,RDHE2
Q8N3Y3,LARG2
Q8N3Y1,FBXW8
Q8N3X6,LCORL
Q8N3X1,FNBP4
Q8N3V7,SYNPO
Q8N3U4,STAG2
Q8N3U1,YS014
Q8N3T6,T132C
Q8N3T1,GLT15
Q8N3S3,PHTF2
Q8N3R9,MPP5
Q8N3R3,TCAIM
Q8N3P8,Q8N3P8
Q8N3P4,VPS8
Q8N3L3,TXLNB
Q8N3K9,CMYA5
Q8N3J9,ZN664
Q8N3J6,CADM2
Q8N3J5,PPM1K
Q8N3J3,HROB
Q8N3J2,METL4
Q8N3I7,BBS5
Q8N3H0,TAFA2
Q8N3G9,TM130
Q8N3F9,G137C
Q8N3F8,MILK1
Q8N3F0,MTURN
Q8N3E9,PLCD3
Q8N3D4,EH1L1
Q8N3C7,CLIP4
Q8N3C0,ASCC3
Q8N3A8,PARP8
Q8N398,VW5B2
Q8N394,TMTC2
Q8N393,ZN786
Q8N392,RHG18
Q8N387,MUC15
Q8N386,LRC25
Q8N377,YJ004
Q8N371,KDM8
Q8N370,LAT4
Q8N365,CIART
Q8N357,S35F6
Q8N350,CBARP
Q8N349,OR2LD
Q8N344,MIER2
Q8N339,MT1M
Q8N336,ELMD1
Q8N335,GPD1L
Q8N329,Q8N329
Q8N328,PGBD3
Q8N326,CJ111
Q8N323,NXPE1
Q8N319,CF223
Q8N309,LRC43
Q8N307,MUC20
Q8N302,AGGF1
Q8N300,SVBP
Q8N2Z9,CENPS
Q8N2Y8,RUSC2
Q8N2X6,EXAS1
Q8N2W9,PIAS4
Q8N2U9,S66A2
Q8N2U0,TM256
Q8N2S1,LTBP4
Q8N2R8,FA43A
Q8N2R0,OSR2
Q8N2Q7,NLGN1
Q8N2N9,AN36B
Q8N2M8,CLASR
Q8N2M4,TM86A
Q8N2K1,UB2J2
Q8N2K0,ABD12
Q8N2I9,STK40
Q8N2I2,ZN619
Q8N2H9,PELI3
Q8N2H4,SYS1
Q8N2H3,PYRD2
Q8N2G8,GHDC
Q8N2G6,ZCH24
Q8N2G4,LYPD1
Q8N2F6,ARM10
Q8N2E6,TOR2X
Q8N2E2,VWDE
Q8N2C9,UMAS1
Q8N2C7,UNC80
Q8N2C3,DEPD4
Q8N2B8,YB035
Q8N2A8,PLD6
Q8N2A0,CX062
Q8N292,GAPT
Q8N283,ANR35
Q8N271,PROM2
Q8N268,CT197
Q8N264,RHG24
Q8N257,H2B3B
Q8N241,Q8N241
Q8N239,KLH34
Q8N228,SCML4
Q8N205,SYNE4
Q8N201,INT1
Q8N1Y9,YI025
Q8N1X5,YF001
Q8N1W2,ZN710
Q8N1W1,ARG28
Q8N1V8,CJ085
Q8N1V2,CFA52
Q8N1T3,MYO1H
Q8N1S5,S39AB
Q8N1Q8,THEM5
Q8N1Q1,CAH13
Q8N1P7,CRBG2
Q8N1N5,CRPAK
Q8N1N4,K2C78
Q8N1N2,DYNAP
Q8N1N0,CLC4F
Q8N1M1,BEST3
Q8N1L9,BATF2
Q8N1L4,CP4Z2
Q8N1L1,CV037
Q8N1K5,THMS1
Q8N1I8,CAAS1
Q8N1I1,Q8N1I1
Q8N1I0,DOCK4
Q8N1H7,S6OS1
Q8N1G4,LRC47
Q8N1G2,CMTR1
Q8N1G1,REXO1
Q8N1G0,ZN687
Q8N1F8,S11IP
Q8N1F7,NUP93
Q8N1E6,FXL14
Q8N1E2,LYG1
Q8N1D5,CA158
Q8N1D0,BWR1B
Q8N1C3,GBRG1
Q8N1B9,Q8N1B9
Q8N1B4,VPS52
Q8N1B3,CCNQ
Q8N1A6,CD033
Q8N1A0,KT222
Q8N196,SIX5
Q8N187,CARTF
Q8N184,ZN567
Q8N183,NDUF2
Q8N165,PDK1L
Q8N163,CCAR2
Q8N162,OR8H2
Q8N159,"NAGS"
Q8N158,GPC2
Q8N157,AHI1
Q8N152,Q8N152
Q8N149,LIRA2
Q8N148,OR6V1
Q8N146,OR8H3
Q8N145,LGI3
Q8N144,CXD3
Q8N143,BCL6B
Q8N142,PURA1
Q8N141,ZFP82
Q8N140,EID3
Q8N139,ABCA6
Q8N138,ORML3
Q8N137,CNTRB
Q8N136,DAW1
Q8N135,LGI4
Q8N131,PORIM
Q8N130,NPT2C
Q8N129,CNPY4
Q8N128,F177A
Q8N127,O5AS1
Q8N126,CADM3
Q8N123,CPXCR
Q8N122,RPTOR
Q8N119,MMP21
Q8N118,CP4X1
Q8N114,SHSA5
Q8N112,LSME2
Q8N111,CEND
Q8N109,KI2LA
Q8N108,MIER1
Q8N104,D106A
Q8N103,TAGAP
Q8N100,ATOH7
Q8N0Z9,VSI10
Q8N0Z8,PUSL1
Q8N0Z6,TTC5
Q8N0Z3,SPICE
Q8N0Z2,ABRA
Q8N0Y7,PGAM4
Q8N0Y5,OR8I2
Q8N0Y3,OR4N4
Q8N0Y2,ZN444
Q8N0X7,SPART
Q8N0X4,CLYBL
Q8N0X2,SPG16
Q8N0W7,FMR1N
Q8N0W5,IQCK
Q8N0W4,NLGNX
Q8N0W3,FCSK
Q8N0V5,GNT2A
Q8N0V4,LGI2
Q8N0V3,RBFA
Q8N0V1,ZNAS1
Q8N0U8,VKORL
Q8N0U7,CA087
Q8N0U6,CF218
Q8N0U4,F185A
Q8N0U2,TMM61
Q8N0T1,RBIS
Q8N0S6,CENPL
Q8N0S2,SYCE1
Q8MH63,LAT1N
Q8MH48,Q8MH48
Q8J025,APCD1
Q8J015,Q8J015
Q8IZY5,BLID
Q8IZY2,ABCA7
Q8IZX4,TAF1L
Q8IZW8,TENS4
Q8IZV5,RDH10
Q8IZV2,CKLF8
Q8IZU9,KIRR3
Q8IZU8,DSEL
Q8IZU3,SYCP3
Q8IZU2,WDR17
Q8IZU1,FAM9A
Q8IZU0,FAM9B
Q8IZT9,FAM9C
Q8IZT8,HS3S5
Q8IZT6,ASPM
Q8IZS8,CA2D3
Q8IZS7,CLCL1
Q8IZS6,TC1D3
Q8IZS5,OFCC1
Q8IZR5,CKLF4
Q8IZQ8,MYCD
Q8IZQ5,SELH
Q8IZQ1,WDFY3
Q8IZP9,AGRG2
Q8IZP7,H6ST3
Q8IZP6,R113B
Q8IZP2,ST134
Q8IZP1,TBC3A
Q8IZP0,ABI1
Q8IZN7,D107A
Q8IZN3,ZDH14
Q8IZM9,S38A6
Q8IZM8,ZN654
Q8IZM0,CNG1O
Q8IZL9,CDK20
Q8IZL8,PELP1
Q8IZL2,MAML2
Q8IZK6,MCLN2
Q8IZJ6,TDH
Q8IZJ4,RGDSR
Q8IZJ3,CPMD8
Q8IZJ1,UNC5B
Q8IZJ0,IFNL2
Q8IZI9,IFNL3
Q8IZH2,XRN1
Q8IZF7,AGRF2
Q8IZF6,AGRG4
Q8IZF5,AGRF3
Q8IZF4,AGRG5
Q8IZF3,AGRF4
Q8IZF2,AGRF5
Q8IZF0,"NALCN"
Q8IZE3,PACE1
Q8IZD9,DOCK3
Q8IZD6,S22AF
Q8IZD4,DCP1B
Q8IZD2,KMT2E
Q8IZD0,SAM14
Q8IZC7,ZN101
Q8IZC6,CORA1
Q8IZC4,RTKN2
Q8IZB0,Q8IZB0
Q8IZA3,H18
Q8IZA0,K319L
Q8IZ96,CKLF1
Q8IZ83,A16A1
Q8IZ81,ELMD2
Q8IZ73,RUSD2
Q8IZ69,TRM2A
Q8IZ63,PRR22
Q8IZ57,NRSN1
Q8IZ52,CHSS2
Q8IZ41,RASEF
Q8IZ40,RCOR2
Q8IZ26,ZNF34
Q8IZ21,PHAR4
Q8IZ20,ZN683
Q8IZ16,CG061
Q8IZ13,ZBED8
Q8IZ08,GP135
Q8IZ07,AN13A
Q8IZ02,LRC34
Q8IYY4,DZI1L
Q8IYX8,CE57L
Q8IYX7,SAXO1
Q8IYX4,DND1
Q8IYX3,CC116
Q8IYX1,TBC21
Q8IYX0,ZN679
Q8IYW5,RN168
Q8IYW4,ENTD1
Q8IYW2,CFA46
Q8IYV9,IZUM1
Q8IYU8,MICU2
Q8IYU4,UBQLN
Q8IYU2,HACE1
Q8IYT8,ULK2
Q8IYT4,KATL2
Q8IYT3,CC170
Q8IYT2,CMTR2
Q8IYT1,FA71A
Q8IYS8,BD1L2
Q8IYS5,OSCAR
Q8IYS4,CP071
Q8IYS2,K2013
Q8IYS1,P20D2
Q8IYS0,ASTRC
Q8IYR6,TEFF1
Q8IYR2,SMYD4
Q8IYR0,CF206
Q8IYQ7,THNS1
Q8IYP9,ZDH23
Q8IYP2,PRS58
Q8IYN6,UBAD2
Q8IYN2,TCAL8
Q8IYN0,ZN100
Q8IYM9,TRI22
Q8IYM2,SLN12
Q8IYM1,SEP12
Q8IYM0,F186B
Q8IYL9,PSYR
Q8IYL3,CA174
Q8IYL2,TRM44
Q8IYL1,Q8IYL1
Q8IYK8,REM2
Q8IYK4,GT252
Q8IYK2,CC105
Q8IYJ3,SYTL1
Q8IYJ2,CJ067
Q8IYJ1,CPNE9
Q8IYJ0,PIANP
Q8IYI8,ZN440
Q8IYI6,EXOC8
Q8IYI0,SHLD1
Q8IYH5,ZZZ3
Q8IYG9,Q8IYG9
Q8IYG6,LRC56
Q8IYF3,TEX11
Q8IYF1,ELOA2
Q8IYE1,CCD13
Q8IYE0,CC146
Q8IYD9,LAS2
Q8IYD8,FANCM
Q8IYD2,KLD8A
Q8IYD1,ERF3B
Q8IYB9,ZN595
Q8IYB8,SUV3
Q8IYB7,DI3L2
Q8IYB5,SMAP1
Q8IYB4,PEX5R
Q8IYB3,SRRM1
Q8IYB1,M21D2
Q8IYB0,YK038
Q8IYA8,IHO1
Q8IYA7,MKX
Q8IYA6,CKP2L
Q8IYA2,C144C
Q8IY95,TM192
Q8IY92,SLX4
Q8IY85,EFC13
Q8IY84,NIM1
Q8IY82,DRC7
Q8IY81,SPB1
Q8IY67,RAVR1
Q8IY64,Q8IY64
Q8IY63,AMOL1
Q8IY57,YAF2
Q8IY51,TIGD4
Q8IY50,S35F3
Q8IY49,PAQRA
Q8IY47,KBTB2
Q8IY45,AMN1
Q8IY42,CD019
Q8IY37,DHX37
Q8IY34,S15A3
Q8IY33,MILK2
Q8IY31,IFT20
Q8IY26,PLPP6
Q8IY22,CMIP
Q8IY21,DDX60
Q8IY18,SMC5
Q8IY17,PLPL6
Q8IY13,Q8IY13
Q8IXZ3,SP8
Q8IXZ2,ZC3H3
Q8IXY8,PPIL6
Q8IXX5,T183A
Q8IXW9,Q8IXW9
Q8IXW7,Q8IXW7
Q8IXW5,RPAP2
Q8IXW0,LMTD2
Q8IXV7,KLD8B
Q8IXU6,S35F2
Q8IXT5,RB12B
Q8IXT2,DMRTD
Q8IXT1,DDIAS
Q8IXS8,F126B
Q8IXS6,PALM2
Q8IXS2,DRC2
Q8IXS0,F217A
Q8IXR9,CL056
Q8IXR5,F178B
Q8IXQ9,ETKMT
Q8IXQ8,PDZD9
Q8IXQ6,PARP9
Q8IXQ5,KLHL7
Q8IXQ4,GPAM1
Q8IXQ3,CI040
Q8IXP5,CK053
Q8IXN7,RIMKA
Q8IXN4,Q8IXN4
Q8IXM7,OD3L1
Q8IXM6,NRM
Q8IXM3,RM41
Q8IXM2,BAP18
Q8IXL9,IQCF2
Q8IXL7,MSRB3
Q8IXL6,FA20C
Q8IXK2,GLT12
Q8IXK0,PHC2
Q8IXJ9,ASXL1
Q8IXJ6,SIR2
Q8IXI2,MIRO1
Q8IXI1,MIRO2
Q8IXH8,CAD26
Q8IXH7,NELFD
Q8IXH6,T53I2
Q8IXH0,Q8IXH0
Q8IXF9,AQ12A
Q8IXF0,NPAS3
Q8IXE1,OR4N5
Q8IXB3,TARG1
Q8IXB1,DJC10
Q8IXA5,SACA3
Q8IXA3,Q8IXA3
Q8IX95,CTGE3
Q8IX94,CTGE4
Q8IX90,SKA3
Q8IX33,Q8IX33
Q8IX30,SCUB3
Q8IX29,FBX16
Q8IX21,SLF2
Q8IX19,MCEM1
Q8IX18,DHX40
Q8IX15,HOMEZ
Q8IX12,CCAR1
Q8IX09,Q8IX09
Q8IX07,FOG1
Q8IX06,GOR
Q8IX05,CD302
Q8IX04,UEVLD
Q8IX03,KIBRA
Q8IX01,SUGP2
Q8IWZ8,SUGP1
Q8IWZ6,BBS7
Q8IWZ5,TRI42
Q8IWZ4,TRI48
Q8IWZ3,ANKH1
Q8IWY9,CDAN1
Q8IWY8,ZSC29
Q8IWY7,Q8IWY7
Q8IWY4,SCUB1
Q8IWX8,CHERP
Q8IWX7,UN45B
Q8IWX5,SGPP2
Q8IWW8,HOT
Q8IWW6,RHG12
Q8IWV8,UBR2
Q8IWV7,UBR1
Q8IWV2,CNTN4
Q8IWV1,LAX1
Q8IWU9,TPH2
Q8IWU6,SULF1
Q8IWU5,SULF2
Q8IWU4,ZNT8
Q8IWU2,LMTK2
Q8IWU1,Q8IWU1
Q8IWT6,LRC8A
Q8IWT3,CUL9
Q8IWT1,SCN4B
Q8IWT0,ARCH
Q8IWS0,PHF6
Q8IWR1,TRI59
Q8IWR0,Z3H7A
Q8IWQ3,BRSK2
Q8IWP9,CC28A
Q8IWN7,RP1L1
Q8IWN6,F223A
Q8IWM3,Q8IWM3
Q8IWL8,STH
Q8IWL3,HSC20
Q8IWL2,SFTA1
Q8IWL1,SFPA2
Q8IWK6,AGRA3
Q8IWJ2,GCC2
Q8IWI9,MGAP
Q8IWG1,WDR63
Q8IWF9,CCD83
Q8IWF7,U2D2L
Q8IWF6,DEN6A
Q8IWF2,FXRD2
Q8IWE5,PKHM2
Q8IWE4,DCNL3
Q8IWE2,NXP20
Q8IWD5,MFS6L
Q8IWD4,CC117
Q8IWC1,MA7D3
Q8IWB9,TEX2
Q8IWB7,WDFY1
Q8IWB6,TEX14
Q8IWB4,S31A7
Q8IWB1,IPRI
Q8IWA6,CCD60
Q8IWA5,CTL2
Q8IWA4,MFN1
Q8IWA0,WDR75
Q8IW93,ARHGJ
Q8IW92,GLBL2
Q8IW75,SPA12
Q8IW70,T151B
Q8IW52,SLIK4
Q8IW50,F219A
Q8IW45,NNRD
Q8IW41,MAPK5
Q8IW40,CC103
Q8IW36,ZN695
Q8IW35,CEP97
Q8IW19,APLF
Q8IW03,SIAH3
Q8IW00,VSTM4
Q8IVZ9,Q8IVZ9
Q8IVY1,CA210
Q8IVW8,SPNS2
Q8IVW6,ARI3B
Q8IVW4,CDKL3
Q8IVW1,ARL17
Q8IVV8,NKAI4
Q8IVV7,GID4
Q8IVV2,LOXH1
Q8IVU9,CBCO1
Q8IVU3,HERC6
Q8IVU1,IGDC3
Q8IVT5,KSR1
Q8IVT2,MISP
Q8IVS8,GLCTK
Q8IVS5,Q8IVS5
Q8IVS2,FABD
Q8IVQ6,ZDH21
Q8IVP9,ZN547
Q8IVP5,FUND1
Q8IVN8,SBSPO
Q8IVN3,MSTN1
Q8IVM9,Q8IVM9
Q8IVM8,S22A9
Q8IVM0,CCD50
Q8IVL8,CBPO
Q8IVL6,P3H3
Q8IVL5,P3H2
Q8IVL1,"NAV2"
Q8IVL0,"NAV3"
Q8IVK1,GLCM1
Q8IVJ8,APRG1
Q8IVJ1,S41A1
Q8IVI9,NOSTN
Q8IVH8,M4K3
Q8IVH4,MMAA
Q8IVH2,FOXP4
Q8IVG9,HUNIN
Q8IVG5,SAM9L
Q8IVF7,FMNL3
Q8IVF6,AN18A
Q8IVF5,TIAM2
Q8IVF4,DYH10
Q8IVF2,AHNK2
Q8IVF1,NTM2A
Q8IVE3,PKHH2
Q8IVE0,CROL2
Q8IVD9,NUDC3
Q8IVC4,ZN584
Q8IVB5,LIX1L
Q8IVB4,SL9A9
Q8IVA1,PCP2
Q8IV96,Q8IV96
Q8IV92,Q8IV92
Q8IV91,Q8IV91
Q8IV77,CNGA4
Q8IV76,PASD1
Q8IV63,VRK3
Q8IV61,GRP3
Q8IV56,PRR15
Q8IV53,DEN1C
Q8IV50,LYSM2
Q8IV48,ERI1
Q8IV45,UN5CL
Q8IV42,PSTK
Q8IV38,ANKY2
Q8IV36,HID1
Q8IV35,WDR49
Q8IV33,K0825
Q8IV32,CCD71
Q8IV31,TM139
Q8IV20,LACC1
Q8IV16,HDBP1
Q8IV13,CCNJL
Q8IV08,PLD3
Q8IV04,TB10C
Q8IV03,LUR1L
Q8IV01,SYT12
Q8IUZ5,AT2L2
Q8IUZ0,LRC49
Q8IUY3,GRM2A
Q8IUX8,EGFL6
Q8IUX7,AEBP1
Q8IUX4,ABC3F
Q8IUX1,T126B
Q8IUW5,RELL1
Q8IUW3,SPA2L
Q8IUW1,Q8IUW1
Q8IUS5,EPHX4
Q8IUR7,ARMC8
Q8IUR6,CRERF
Q8IUR5,TMTC1
Q8IUR0,TPPC5
Q8IUQ4,SIAH1
Q8IUQ0,CLVS1
Q8IUN9,CLC10
Q8IUN7,Q8IUN7
Q8IUN5,Q8IUN5
Q8IUM7,NPAS4
Q8IUL8,CILP2
Q8IUK8,CBLN2
Q8IUK5,PLDX1
Q8IUI8,CRLF3
Q8IUI4,S29P2
Q8IUH8,SPP2C
Q8IUH5,ZDH17
Q8IUH4,ZDH13
Q8IUH3,RBM45
Q8IUH2,CREG2
Q8IUG5,MY18B
Q8IUG1,KRA13
Q8IUF8,RIOX2
Q8IUF1,CBWD2
Q8IUE6,H2A2B
Q8IUE1,TF2LX
Q8IUE0,TF2LY
Q8IUD6,RN135
Q8IUD2,RB6I2
Q8IUC8,GLT13
Q8IUC6,TCAM1
Q8IUC4,RHPN2
Q8IUC3,KRA71
Q8IUC2,KRA81
Q8IUC1,KR111
Q8IUC0,KR131
Q8IUB9,KR191
Q8IUB5,WFD13
Q8IUB3,WF10B
Q8IUB2,WFDC3
Q8IUA7,ABCA9
Q8IUA0,WFDC8
Q8IU99,CAHM1
Q8IU89,CERS3
Q8IU85,KCC1D
Q8IU81,I2BP1
Q8IU80,TMPS6
Q8IU68,TMC8
Q8IU65,Q8IU65
Q8IU64,Q8IU64
Q8IU60,DCP2
Q8IU57,INLR1
Q8IU54,IFNL1
Q8IU53,CASC2
Q8IU52,Q8IU52
Q8HWS3,RFX6
Q86Z23,C1QL4
Q86Z20,CC125
Q86Z14,KLOTB
Q86Z02,HIPK1
Q86YZ3,HORN
Q86YW9,MD12L
Q86YW7,GPHB5
Q86YW5,TRML1
Q86YW0,PLCZ1
Q86YV9,HPS6
Q86YV6,MYLK4
Q86YV5,PRAG1
Q86YV0,RASL3
Q86YT9,JAML
Q86YT6,MIB1
Q86YT5,S13A5
Q86YS7,C2CD5
Q86YS6,RAB43
Q86YS3,RFIP4
Q86YR7,MF2L2
Q86YR6,POTED
Q86YR5,GPSM1
Q86YQ8,CPNE8
Q86YQ2,LATH
Q86YP4,P66A
Q86YN6,PRGC2
Q86YN1,DOPP1
Q86YM7,HOME1
Q86YM6,Q86YM6
Q86YL8,Q86YL8
Q86YL7,PDPN
Q86YL5,TDRP
Q86YJ7,AN13B
Q86YJ6,THNS2
Q86YJ5,MARH9
Q86YI8,PHF13
Q86YH6,DLP1
Q86YH2,Z280B
Q86YG4,NT5D4
Q86YF9,DZIP1
Q86YE8,ZN573
Q86YD7,F90A1
Q86YD5,LRAD3
Q86YD3,TMM25
Q86YD1,PTOV1
Q86YC8,Q86YC8
